title,image,price,availability,categories,tags,description
Swellow,https://scrapeme.live/wp-content/uploads/2018/08/277.png,88.00,257,"Pokemon, Swallow","Guts, Swallow, swellow","Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings."
Wingull,https://scrapeme.live/wp-content/uploads/2018/08/278.png,153.00,41,"Pokemon, Seagull","Keen Eye, Seagull, wingull",Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.
Pelipper,https://scrapeme.live/wp-content/uploads/2018/08/279.png,158.00,296,"Pokemon, Water Bird","Keen Eye, pelipper, Water Bird","Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."
Ralts,https://scrapeme.live/wp-content/uploads/2018/08/280.png,151.00,35,"Feeling, Pokemon","Feeling, ralts, Synchronize","Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way."
Kirlia,https://scrapeme.live/wp-content/uploads/2018/08/281.png,186.00,148,"Emotion, Pokemon","Emotion, kirlia, Synchronize","Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."
Gardevoir,https://scrapeme.live/wp-content/uploads/2018/08/282.png,34.00,178,"Embrace, Pokemon","Embrace, gardevoir, Synchronize",Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.
Surskit,https://scrapeme.live/wp-content/uploads/2018/08/283.png,112.00,41,"Pokemon, Pond Skater","Pond Skater, surskit, Swift Swim","If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup."
Masquerain,https://scrapeme.live/wp-content/uploads/2018/08/284.png,39.00,99,"Eyeball, Pokemon","Eyeball, Intimidate, masquerain","Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."
Shroomish,https://scrapeme.live/wp-content/uploads/2018/08/285.png,31.00,160,"Mushroom, Pokemon","Effect Spore, Mushroom, shroomish","If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt."
Breloom,https://scrapeme.live/wp-content/uploads/2018/08/286.png,113.00,250,"Mushroom, Pokemon","breloom, Effect Spore, Mushroom",The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.
Slakoth,https://scrapeme.live/wp-content/uploads/2018/08/287.png,69.00,300,"Pokemon, Slacker","Slacker, slakoth, Truant","Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion."
Vigoroth,https://scrapeme.live/wp-content/uploads/2018/08/288.png,25.00,299,"Pokemon, Wild Monkey","vigoroth, Vital Spirit, Wild Monkey","Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down."
Slaking,https://scrapeme.live/wp-content/uploads/2018/08/289.png,119.00,145,"Lazy, Pokemon","Lazy, slaking, Truant","Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground."
Nincada,https://scrapeme.live/wp-content/uploads/2018/08/290.png,38.00,239,"Pokemon, Trainee","Compound Eyes, nincada, Trainee",Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.
Ninjask,https://scrapeme.live/wp-content/uploads/2018/08/291.png,161.00,276,"Ninja, Pokemon","Ninja, ninjask, Speed Boost","If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test."
Shedinja,https://scrapeme.live/wp-content/uploads/2018/08/292.png,128.00,152,"Pokemon, Shed","Shed, shedinja, Wonder Guard",Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.
Whismur,https://scrapeme.live/wp-content/uploads/2018/08/293.png,137.00,216,"Pokemon, Whisper","Soundproof, whismur, Whisper","Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out."
Loudred,https://scrapeme.live/wp-content/uploads/2018/08/294.png,145.00,95,"Big Voice, Pokemon","Big Voice, loudred, Soundproof","Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point."
Exploud,https://scrapeme.live/wp-content/uploads/2018/08/295.png,161.00,89,"Loud Noise, Pokemon","exploud, Loud Noise, Soundproof",Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.
Makuhita,https://scrapeme.live/wp-content/uploads/2018/08/296.png,30.00,109,"Guts, Pokemon","Guts, makuhita","Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy."
Hariyama,https://scrapeme.live/wp-content/uploads/2018/08/297.png,176.00,275,"Arm Thrust, Pokemon","Arm Thrust, Guts, hariyama","Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock."
Azurill,https://scrapeme.live/wp-content/uploads/2018/08/298.png,70.00,37,"Pokemon, Polka Dot","azurill, Polka Dot, Thick Fat","Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail."
Nosepass,https://scrapeme.live/wp-content/uploads/2018/08/299.png,41.00,111,"Compass, Pokemon","Compass, nosepass, Sturdy","Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year."
Skitty,https://scrapeme.live/wp-content/uploads/2018/08/300.png,156.00,27,"Kitten, Pokemon","Cute Charm, Kitten, skitty","Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks."
Delcatty,https://scrapeme.live/wp-content/uploads/2018/08/301.png,170.00,148,"Pokemon, Prim","Cute Charm, delcatty, Prim","Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else."
Sableye,https://scrapeme.live/wp-content/uploads/2018/08/302.png,81.00,12,"Darkness, Pokemon","Darkness, Keen Eye, sableye",Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.
Mawile,https://scrapeme.live/wp-content/uploads/2018/08/303.png,119.00,133,"Deceiver, Pokemon","Deceiver, Intimidate, mawile","Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed."
Aron,https://scrapeme.live/wp-content/uploads/2018/08/304.png,149.00,104,"Iron Armor, Pokemon","aron, Iron Armor, Rock Head","Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon."
Lairon,https://scrapeme.live/wp-content/uploads/2018/08/305.png,70.00,236,"Iron Armor, Pokemon","Iron Armor, lairon, Rock Head","Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore."
Aggron,https://scrapeme.live/wp-content/uploads/2018/08/306.png,140.00,61,"Iron Armor, Pokemon","aggron, Iron Armor, Rock Head","Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory."
Meditite,https://scrapeme.live/wp-content/uploads/2018/08/307.png,97.00,11,"Meditate, Pokemon","Meditate, meditite, Pure Power",Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.
Medicham,https://scrapeme.live/wp-content/uploads/2018/08/308.png,77.00,150,"Meditate, Pokemon","medicham, Meditate, Pure Power","Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating."
Electrike,https://scrapeme.live/wp-content/uploads/2018/08/309.png,145.00,124,"Lightning, Pokemon","electrike, Lightning, Static","Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur."
Manectric,https://scrapeme.live/wp-content/uploads/2018/08/310.png,76.00,237,"Discharge, Pokemon","Discharge, manectric, Static",Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.
Plusle,https://scrapeme.live/wp-content/uploads/2018/08/311.png,56.00,243,"Cheering, Pokemon","Cheering, Plus, plusle","When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly."
Minun,https://scrapeme.live/wp-content/uploads/2018/08/312.png,193.00,215,"Cheering, Pokemon","Cheering, minun, Minus","Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks."
Volbeat,https://scrapeme.live/wp-content/uploads/2018/08/313.png,123.00,79,"Firefly, Pokemon","Firefly, Swarm, volbeat","Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise."
Illumise,https://scrapeme.live/wp-content/uploads/2018/08/314.png,167.00,77,"Firefly, Pokemon","Firefly, illumise, Tinted Lens",Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.
Roselia,https://scrapeme.live/wp-content/uploads/2018/08/315.png,90.00,114,"Pokemon, Thorn","Poison Point, roselia, Thorn","On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison."
Gulpin,https://scrapeme.live/wp-content/uploads/2018/08/316.png,136.00,35,"Pokemon, Stomach","gulpin, Liquid Ooze, Stomach",Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.
Swalot,https://scrapeme.live/wp-content/uploads/2018/08/317.png,130.00,133,"Poison Bag, Pokemon","Liquid Ooze, Poison Bag, swalot","Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth."
